지역,단지명,면적,계약년월,계약일,금액,층,건축년도,도로명,해제사유발생일
충청북도 청주청원구 오창읍 창리,대원 칸타빌 아파트,84.9653,202102,1,"33,000",12,2017,2산단4로 55,
충청북도 청주청원구 오창읍 창리,대원 칸타빌 아파트,75.3375,202102,4,"28,750",5,2017,2산단4로 55,
충청북도 청주청원구 오창읍 창리,대원 칸타빌 아파트,84.9653,202102,6,"34,500",7,2017,2산단4로 55,
충청북도 청주청원구 오창읍 창리,오창모아미래도와이드파크,59.9853,202102,1,"21,700",8,2016,2산단4로 45,
충청북도 청주청원구 오창읍 창리,오창모아미래도와이드파크,59.9853,202102,3,"21,000",3,2016,2산단4로 45,
충청북도 청주청원구 오창읍 창리,오창모아미래도와이드파크,59.9853,202102,3,"22,000",21,2016,2산단4로 45,
충청북도 청주청원구 오창읍 창리,오창모아미래도와이드파크,59.9853,202102,3,"19,700",2,2016,2산단4로 45,
충청북도 청주청원구 오창읍 창리,오창모아미래도와이드파크,59.9853,202102,3,"21,000",7,2016,2산단4로 45,
충청북도 청주청원구 오창읍 창리,오창모아미래도와이드파크,59.9853,202102,5,"21,500",11,2016,2산단4로 45,
충청북도 청주청원구 오창읍 창리,오창모아미래도와이드파크,59.9853,202102,6,"24,300",11,2016,2산단4로 45,
충청북도 청주청원구 오창읍 창리,오창모아미래도와이드파크,59.9853,202102,6,"24,300",11,2016,2산단4로 45,20210218
충청북도 청주청원구 오창읍 창리,오창모아미래도와이드파크,59.9846,202102,6,"20,300",2,2016,2산단4로 45,
충청북도 청주청원구 오창읍 창리,오창모아미래도와이드파크,59.9853,202102,6,"20,450",6,2016,2산단4로 45,
충청북도 청주청원구 오창읍 창리,오창모아미래도와이드파크,59.9853,202102,6,"20,500",3,2016,2산단4로 45,
충청북도 청주청원구 오창읍 창리,오창모아미래도와이드파크,59.9853,202102,7,"21,000",20,2016,2산단4로 45,
충청북도 청주청원구 오창읍 창리,오창모아미래도와이드파크,59.9846,202102,14,"21,000",11,2016,2산단4로 45,
충청북도 청주청원구 오창읍 창리,오창모아미래도와이드파크,59.9853,202102,15,"21,000",25,2016,2산단4로 45,
충청북도 청주청원구 오창읍 창리,오창모아미래도와이드파크,59.9853,202102,17,"23,800",14,2016,2산단4로 45,
충청북도 청주청원구 우암동,라임미소가,48.4238,202102,19,"9,600",6,2017,향군로 110,
충청북도 청주청원구 우암동,라임미소가,48.4238,202102,19,"9,800",6,2017,향군로 110,
충청북도 청주청원구 우암동,우암세원,41.02,202102,6,"5,700",3,1999,사북로149번길 7,
충청북도 청주청원구 우암동,우암세원,41.02,202102,25,"6,500",5,1999,사북로149번길 7,
충청북도 청주청원구 우암동,일진캠퍼스타워,16.21,202102,7,"6,500",17,2015,상당로 249,
충청북도 청주청원구 율량동,덕성,84.12,202102,23,"10,600",1,1989,공항로 105,
충청북도 청주청원구 율량동,동아,75.13,202102,20,"11,800",13,1990,율천북로99번길 14,
충청북도 청주청원구 율량동,동아,134.47,202102,24,"15,200",2,1990,율천북로99번길 14,
충청북도 청주청원구 율량동,두진백로그린타운,129.04,202102,3,"23,800",6,1996,충청대로139번길 18,
충청북도 청주청원구 율량동,두진백로그린타운,32.76,202102,17,"5,000",5,1996,율봉로201번길 34,
충청북도 청주청원구 율량동,두진백로그린타운,59.4,202102,22,"9,400",5,1996,율봉로201번길 34,
충청북도 청주청원구 율량동,럭키,76.485,202102,23,"14,000",9,1991,충청대로 149,
충청북도 청주청원구 율량동,럭키,76.485,202102,24,"13,000",10,1991,충청대로 149,
충청북도 청주청원구 율량동,럭키,84.99,202102,27,"16,000",10,1991,율봉로209번길 40,
충청북도 청주청원구 율량동,럭키,76.485,202102,28,"12,500",5,1991,충청대로 149,
충청북도 청주청원구 율량동,목화1,59.36,202102,4,"9,250",3,1994,율봉로167번길 37,
충청북도 청주청원구 율량동,삼성,59.58,202102,1,"16,500",10,1996,주성로96번길 9,
충청북도 청주청원구 율량동,삼성,84.69,202102,8,"17,500",1,1996,주성로118번길 12,
충청북도 청주청원구 율량동,삼성,59.58,202102,14,"14,200",14,1996,주성로118번길 12,
충청북도 청주청원구 율량동,삼성,84.69,202102,21,"18,000",8,1996,주성로96번길 29,
충청북도 청주청원구 율량동,삼정1,72.38,202102,27,"11,300",6,1991,율봉로201번길 50,
충청북도 청주청원구 율량동,삼정2,84.57,202102,6,"14,950",9,1992,율봉로175번길 54,
충청북도 청주청원구 율량동,삼정2,84.57,202102,25,"16,300",10,1992,율봉로175번길 54,
충청북도 청주청원구 율량동,성원,59.7,202102,26,"13,100",7,1995,사뜸로76번길 42,
충청북도 청주청원구 율량동,실루엣,84.8925,202102,2,"22,000",4,2007,충청대로107번길 65,
충청북도 청주청원구 율량동,율량대창4차아파트,49.5,202102,26,"7,200",12,1996,사뜸로52번길 16,
충청북도 청주청원구 율량동,율량효성2,45.28,202102,6,"8,700",4,1997,사뜸로 62,
충청북도 청주청원구 율량동,율량효성2,45.28,202102,17,"7,400",1,1997,사뜸로 62,
충청북도 청주청원구 율량동,제일풍경채,84.7852,202102,6,"29,500",20,2016,율중로7번길 100,
충청북도 청주청원구 율량동,제일풍경채,84.7852,202102,10,"29,000",21,2016,율중로7번길 100,
충청북도 청주청원구 율량동,제일풍경채,84.7852,202102,10,"28,500",11,2016,율중로7번길 100,
충청북도 청주청원구 율량동,제일풍경채,84.7852,202102,15,"30,000",10,2016,율중로7번길 100,
충청북도 청주청원구 율량동,제일풍경채,84.4281,202102,20,"28,700",17,2016,율중로7번길 100,
충청북도 청주청원구 율량동,제일풍경채,84.7852,202102,21,"31,000",20,2016,율중로7번길 100,
충청북도 청주청원구 율량동,진화하이츠,97.55,202102,25,"15,500",12,1994,충청대로139번길 9,
충청북도 청주청원구 율량동,통일신세대,60,202102,6,"10,800",6,1996,사뜸로 44,
충청북도 청주청원구 율량동,한울,59.94,202102,6,"9,400",9,1991,공항로150번길 51-12,
충청북도 청주청원구 율량동,한울아파트 301동,30.33,202102,24,"4,800",6,1998,주성로96번길 12,
충청북도 청주청원구 율량동,한울아파트 302동,45.36,202102,22,"7,400",13,1999,주성로96번길 8,
충청북도 청주청원구 율량동,현대(1206),84.39,202102,6,"16,200",3,1992,주성로132번길 27,
충청북도 청주청원구 율량동,현대(1206),84.39,202102,15,"17,800",1,1992,주성로132번길 54,
충청북도 청주청원구 율량동,현대(1206),133.8,202102,17,"23,500",5,1992,주성로132번길 27,
충청북도 청주청원구 율량동,현대(890),75.42,202102,4,"14,600",10,1991,율봉로160번길 7,
충청북도 청주청원구 율량동,현대(890),75.42,202102,6,"14,000",8,1991,율봉로160번길 7,
충청북도 청주청원구 율량동,현대(890),125.59,202102,9,"19,400",6,1991,율봉로159번길 13,
충청북도 청주청원구 율량동,현대(890),84.98,202102,17,"17,700",7,1991,율봉로160번길 7,
충청북도 청주청원구 율량동,현대(890),84.98,202102,19,"17,700",12,1991,율봉로159번길 13,
충청북도 청주청원구 율량동,현대(890),75.42,202102,21,"12,300",1,1991,율봉로160번길 7,
충청북도 청주청원구 주성동,대원칸타빌1차아파트,84.798,202102,6,"43,000",19,2013,율량로 103,
충청북도 청주청원구 주성동,대원칸타빌1차아파트,84.43,202102,23,"44,800",12,2013,율량로 103,
충청북도 청주청원구 주성동,대원칸타빌3차아파트,84.798,202102,5,"43,900",12,2015,율량로 135,
충청북도 청주청원구 주성동,대원칸타빌3차아파트,84.798,202102,5,"43,900",12,2015,율량로 135,20210305
충청북도 청주청원구 주성동,대원칸타빌3차아파트,105.736,202102,7,"60,500",15,2015,율량로 135,
충청북도 청주청원구 주성동,대원칸타빌3차아파트,105.736,202102,7,"60,500",15,2015,율량로 135,20210302
충청북도 청주청원구 주성동,대원칸타빌3차아파트,84.971,202102,18,"51,000",24,2015,율량로 135,
충청북도 청주청원구 주성동,율량5단지 선광로즈웰2차,84.9768,202102,2,"40,500",16,2014,율량로 119,
충청북도 청주청원구 주성동,율량5단지 선광로즈웰2차,84.9746,202102,6,"42,900",14,2014,율량로 119,
충청북도 청주청원구 주성동,율량5단지 선광로즈웰2차,84.9788,202102,6,"40,500",21,2014,율량로 119,
충청북도 청주청원구 주중동,대원칸타빌 2차,84.798,202102,7,"47,500",23,2014,율량로 77,
충청북도 청주흥덕구 가경동,(1028-0),24.18,202102,25,"4,500",2,2013,풍년로193번길 26,
충청북도 청주흥덕구 가경동,2단지주공,49.8,202102,3,"14,400",15,2002,가경로 26,
충청북도 청주흥덕구 가경동,2단지주공,59.92,202102,4,"17,900",3,2002,가경로 26,
충청북도 청주흥덕구 가경동,2단지주공,59.92,202102,6,"17,500",4,2002,가경로 26,
충청북도 청주흥덕구 가경동,2단지주공,59.92,202102,7,"17,500",12,2002,가경로 26,
충청북도 청주흥덕구 가경동,2단지주공,59.92,202102,17,"18,400",6,2002,가경로 26,
충청북도 청주흥덕구 가경동,2단지주공,59.92,202102,22,"17,000",2,2002,가경로 26,
충청북도 청주흥덕구 가경동,2단지주공,59.92,202102,23,"18,450",4,2002,가경로 26,
충청북도 청주흥덕구 가경동,2단지주공,59.92,202102,24,"18,500",8,2002,가경로 26,
충청북도 청주흥덕구 가경동,2단지주공,59.92,202102,27,"18,800",6,2002,가경로 26,
충청북도 청주흥덕구 가경동,가경이-편한세상,133.5941,202102,2,"57,500",11,2008,서현북로 15,
충청북도 청주흥덕구 가경동,가경이-편한세상,133.5941,202102,25,"58,000",7,2008,서현북로 15,
충청북도 청주흥덕구 가경동,가경이-편한세상,133.819,202102,28,"56,800",3,2008,서현북로 15,
충청북도 청주흥덕구 가경동,가경자이,84.839,202102,10,"30,700",15,2020,서현로 30,
충청북도 청주흥덕구 가경동,가경자이,84.839,202102,17,"34,000",26,2020,서현로 30,
충청북도 청주흥덕구 가경동,가경자이,84.839,202102,18,"31,100",24,2020,서현로 30,
충청북도 청주흥덕구 가경동,가경자이,84.839,202102,19,"30,300",10,2020,서현로 30,
충청북도 청주흥덕구 가경동,가경주공7단지,84.91,202102,10,"27,800",13,2005,풍년로 40,
충청북도 청주흥덕구 가경동,가경주공7단지,84.91,202102,15,"28,000",10,2005,풍년로 40,
충청북도 청주흥덕구 가경동,가경주공7단지,84.91,202102,21,"27,500",12,2005,풍년로 40,
충청북도 청주흥덕구 가경동,가경주공7단지,84.91,202102,24,"27,500",5,2005,풍년로 40,
충청북도 청주흥덕구 가경동,가경주공7단지,84.91,202102,26,"28,700",4,2005,풍년로 40,
충청북도 청주흥덕구 가경동,가경주공8단지,84.94,202102,4,"24,500",1,2005,풍년로 56,
충청북도 청주흥덕구 가경동,가경주공8단지,84.94,202102,7,"26,500",3,2005,풍년로 56,
충청북도 청주흥덕구 가경동,가경주공8단지,84.94,202102,20,"26,800",10,2005,풍년로 56,
충청북도 청주흥덕구 가경동,가경주공8단지,84.94,202102,27,"27,700",11,2005,풍년로 56,
충청북도 청주흥덕구 가경동,가경푸르지오,140.8506,202102,9,"48,500",10,2006,2순환로1375번길 20,
충청북도 청주흥덕구 가경동,가경푸르지오,125.1409,202102,28,"45,000",10,2006,2순환로1375번길 20,
충청북도 청주흥덕구 가경동,가로수마을대원칸타빌,115.5179,202102,4,"45,500",6,2008,서현서로 39,
충청북도 청주흥덕구 가경동,가로수마을대원칸타빌,138.9321,202102,5,"45,500",1,2008,서현서로 39,
충청북도 청주흥덕구 가경동,가로수마을선광로즈웰,84.9468,202102,20,"40,000",12,2008,서현중로 48,
충청북도 청주흥덕구 가경동,가로수마을한라비발디,84.965,202102,20,"39,500",1,2008,서현서로 40,
충청북도 청주흥덕구 가경동,가로수마을호반베르디움,84.9667,202102,10,"37,000",3,2008,서현중로 47,
충청북도 청주흥덕구 가경동,대원,59.97,202102,5,"16,200",7,1997,가경로 120,
충청북도 청주흥덕구 가경동,대원,59.94,202102,6,"16,300",15,1997,가경로 120,
충청북도 청주흥덕구 가경동,대원,59.94,202102,8,"16,100",5,1997,가경로 120,
충청북도 청주흥덕구 가경동,대원,59.94,202102,9,"14,900",4,1997,가경로 120,
충청북도 청주흥덕구 가경동,대원,59.97,202102,10,"15,700",3,1997,가경로 120,
충청북도 청주흥덕구 가경동,대원,59.94,202102,18,"15,750",6,1997,가경로 120,
충청북도 청주흥덕구 가경동,대원,59.94,202102,18,"15,100",5,1997,가경로 120,
충청북도 청주흥덕구 가경동,대원,59.94,202102,18,"15,100",5,1997,가경로 120,
충청북도 청주흥덕구 가경동,대원,59.97,202102,20,"16,500",13,1997,가경로 120,
충청북도 청주흥덕구 가경동,대원,59.94,202102,23,"15,500",15,1997,가경로 120,
충청북도 청주흥덕구 가경동,대원,59.94,202102,23,"15,900",5,1997,가경로 120,
충청북도 청주흥덕구 가경동,덕일한마음,59.98,202102,2,"14,000",11,1997,장구봉로 71,
충청북도 청주흥덕구 가경동,덕일한마음,59.98,202102,3,"10,000",2,1997,장구봉로 71,
충청북도 청주흥덕구 가경동,덕일한마음,59.98,202102,3,"14,500",7,1997,장구봉로 71,
충청북도 청주흥덕구 가경동,덕일한마음,59.98,202102,9,"14,000",8,1997,장구봉로 71,
충청북도 청주흥덕구 가경동,덕일한마음,59.98,202102,9,"14,900",10,1997,장구봉로 71,
충청북도 청주흥덕구 가경동,덕일한마음,59.98,202102,9,"14,500",4,1997,장구봉로 71,
충청북도 청주흥덕구 가경동,덕일한마음,59.98,202102,21,"15,000",12,1997,장구봉로 71,
충청북도 청주흥덕구 가경동,덕일한마음,59.98,202102,24,"15,000",10,1997,장구봉로 71,
충청북도 청주흥덕구 가경동,덕일한마음,59.98,202102,25,"14,000",3,1997,장구봉로 71,
충청북도 청주흥덕구 가경동,덕일한마음,59.98,202102,26,"15,000",5,1997,장구봉로 71,
충청북도 청주흥덕구 가경동,동부,84.94,202102,3,"22,300",11,1998,가경로 64,
충청북도 청주흥덕구 가경동,동부,72.64,202102,23,"15,800",2,1998,가경로 64,
충청북도 청주흥덕구 가경동,동부,72.64,202102,26,"17,300",6,1998,가경로 64,
충청북도 청주흥덕구 가경동,벽산,124.65,202102,6,"22,800",10,1992,가경로189번길 52,
충청북도 청주흥덕구 가경동,벽산,95.55,202102,9,"18,800",12,1992,가경로189번길 52,
충청북도 청주흥덕구 가경동,삼일원앙,59.94,202102,1,"13,900",5,1997,가경로 100-20,
충청북도 청주흥덕구 가경동,삼일원앙,59.94,202102,9,"15,000",9,1997,가경로 100-20,
충청북도 청주흥덕구 가경동,삼일원앙,59.94,202102,18,"13,800",6,1997,가경로 100-20,
충청북도 청주흥덕구 가경동,삼일원앙,59.94,202102,20,"14,800",12,1997,가경로 100-20,
충청북도 청주흥덕구 가경동,세원2차,84.99,202102,16,"16,000",9,1992,풍산로89번길 31,
충청북도 청주흥덕구 가경동,세원2차,59.94,202102,17,"9,800",2,1992,풍산로89번길 31,
충청북도 청주흥덕구 가경동,세원2차,59.94,202102,19,"12,100",7,1992,풍산로89번길 31,
충청북도 청주흥덕구 가경동,세원2차,59.94,202102,28,"12,700",7,1992,풍산로89번길 31,
충청북도 청주흥덕구 가경동,세원가경골,41.85,202102,3,"10,100",14,1997,가경로 134,
충청북도 청주흥덕구 가경동,세원가경골,41.85,202102,6,"9,900",5,1997,가경로 134,
충청북도 청주흥덕구 가경동,세원가경골,59.76,202102,6,"16,300",9,1997,가경로 134,
충청북도 청주흥덕구 가경동,세원가경골,59.76,202102,8,"14,200",14,1997,가경로 134,
충청북도 청주흥덕구 가경동,세원가경골,59.76,202102,9,"14,400",1,1997,가경로 134,
충청북도 청주흥덕구 가경동,세원가경골,59.76,202102,18,"15,000",2,1997,가경로 134,
충청북도 청주흥덕구 가경동,세원가경골,59.76,202102,18,"14,800",3,1997,가경로 134,
충청북도 청주흥덕구 가경동,세원가경골,59.76,202102,22,"15,900",15,1997,가경로 134,
충청북도 청주흥덕구 가경동,세원가경골,59.76,202102,25,"17,000",7,1997,가경로 134,
충청북도 청주흥덕구 가경동,세원가경골,59.76,202102,27,"16,200",11,1997,가경로 134,
충청북도 청주흥덕구 가경동,신라,84.87,202102,3,"16,800",11,1993,가로수로1308번길 42,
충청북도 청주흥덕구 가경동,진로,99.81,202102,22,"24,800",13,1999,가경로 71,
충청북도 청주흥덕구 가경동,태암수정,73.13,202102,6,"15,000",13,1997,가경로 72,
충청북도 청주흥덕구 가경동,태암수정,84.895,202102,20,"16,900",2,1997,가경로 72,
충청북도 청주흥덕구 가경동,형석1,72.61,202102,13,"14,900",8,1992,가경로 158,
충청북도 청주흥덕구 가경동,형석1,72.61,202102,21,"16,900",15,1992,가경로 158,
충청북도 청주흥덕구 가경동,형석1,72.61,202102,22,"15,500",6,1992,가경로 158,
충청북도 청주흥덕구 가경동,형석1,72.61,202102,24,"15,500",12,1992,가경로 158,
충청북도 청주흥덕구 가경동,형석1,72.61,202102,28,"16,300",9,1992,가경로 158,
충청북도 청주흥덕구 가경동,효성,144.59,202102,16,"29,000",15,1997,가경로 61,
충청북도 청주흥덕구 강내면 월곡리,강내두진하트리움,65.72,202102,7,"25,000",3,2018,월곡길 23-13,
충청북도 청주흥덕구 강내면 월곡리,강내두진하트리움,65.72,202102,25,"22,750",17,2018,월곡길 23-13,
충청북도 청주흥덕구 강내면 월곡리,두진,84.89,202102,19,"11,500",1,1991,탑연월곡길 86-5,
충청북도 청주흥덕구 강내면 월곡리,일송그린,59.83,202102,5,"9,200",1,1998,탑연월곡길 79-7,
충청북도 청주흥덕구 강내면 월곡리,일송그린,80.6,202102,15,"15,000",8,1998,탑연월곡길 79-7,
충청북도 청주흥덕구 강내면 월곡리,일송그린,59.83,202102,27,"7,500",1,1998,탑연월곡길 79-7,
충청북도 청주흥덕구 강내면 월곡리,진흥1,49.96,202102,3,"5,000",4,1988,가로수로 640-19,
충청북도 청주흥덕구 강내면 월곡리,진흥1,49.96,202102,16,"5,850",5,1988,가로수로 640-19,
충청북도 청주흥덕구 강내면 월곡리,진흥1,49.96,202102,20,"5,500",3,1988,가로수로 640-19,
충청북도 청주흥덕구 강내면 월곡리,진흥2,59.88,202102,20,"7,490",1,1989,가로수로 654-10,
충청북도 청주흥덕구 강내면 월곡리,진흥2,59.9,202102,27,"9,100",1,1989,가로수로 654-10,
충청북도 청주흥덕구 강내면 월곡리,청원쌍용예가1단지,84.97,202102,7,"24,000",11,2007,탑연월곡길 62-13,
충청북도 청주흥덕구 강내면 월곡리,청원쌍용예가1단지,84.97,202102,8,"23,000",13,2007,탑연월곡길 62-13,
충청북도 청주흥덕구 강내면 월곡리,청원쌍용예가2단지,117.32,202102,1,"30,000",7,2007,탑연월곡길 62-20,
충청북도 청주흥덕구 강내면 월곡리,청원쌍용예가2단지,117.32,202102,10,"30,000",15,2007,탑연월곡길 62-20,
충청북도 청주흥덕구 강내면 월탄리,태암수정,42.72,202102,1,"5,000",9,1997,태성탑연로 264,
충청북도 청주흥덕구 강내면 월탄리,태암수정,59.665,202102,7,"6,900",6,1997,태성탑연로 264,
충청북도 청주흥덕구 강내면 월탄리,태암수정,34.71,202102,8,"3,400",7,1997,태성탑연로 264,
충청북도 청주흥덕구 강내면 월탄리,태암수정,42.72,202102,21,"4,200",10,1997,태성탑연로 264,
충청북도 청주흥덕구 강내면 탑연리,선광한빛,84.98,202102,6,"12,500",3,1996,태성탑연로 391-34,
충청북도 청주흥덕구 강내면 탑연리,선광한빛,84.98,202102,14,"11,500",13,1996,태성탑연로 391-34,
충청북도 청주흥덕구 강내면 탑연리,선광한빛,59.78,202102,22,"9,950",10,1996,태성탑연로 391-34,
충청북도 청주흥덕구 강내면 탑연리,주은반석,84.9896,202102,25,"11,400",2,2000,태성탑연로 391-28,
충청북도 청주흥덕구 강내면 황탄리,서호이타운,31.417,202102,8,"2,600",2,2001,황탄리길 226,
충청북도 청주흥덕구 강서동,강서 베리굿,49.9305,202102,4,"11,900",7,2015,서현중로 63,
충청북도 청주흥덕구 강서동,강서 베리굿,49.9305,202102,5,"10,000",13,2015,서현중로 63,
충청북도 청주흥덕구 강서동,대림,84.86,202102,4,"16,000",14,1990,가로수로1154번길 34-10,
충청북도 청주흥덕구 강서동,대림,58.62,202102,16,"9,500",5,1990,가로수로1154번길 22-2,
충청북도 청주흥덕구 강서동,우정,22.64,202102,24,"2,750",7,1992,가로수로1154번길 21-5,
충청북도 청주흥덕구 강서동,청주 강서 동광모닝스카이,14.98,202102,3,"5,100",21,2016,가로수로1164번길 41-33,
충청북도 청주흥덕구 강서동,청주 강서 동광모닝스카이,14.98,202102,4,"4,000",18,2016,가로수로1164번길 41-33,20210204
충청북도 청주흥덕구 강서동,청주 강서 동광모닝스카이,27.63,202102,16,"10,000",24,2016,가로수로1164번길 41-33,
충청북도 청주흥덕구 강서동,청주 강서 동광모닝스카이,14.98,202102,22,"5,100",19,2016,가로수로1164번길 41-33,
충청북도 청주흥덕구 복대동,대원,84.97,202102,1,"21,000",3,1999,죽천로146번길 6,
충청북도 청주흥덕구 복대동,대원,59.89,202102,1,"15,800",9,1999,죽천로146번길 6,
충청북도 청주흥덕구 복대동,대원,80.32,202102,16,"18,000",15,1999,죽천로146번길 6,
충청북도 청주흥덕구 복대동,대원,80.32,202102,20,"17,000",1,1999,죽천로146번길 6,
충청북도 청주흥덕구 복대동,대원,59.98,202102,23,"15,000",2,1999,죽천로146번길 7,
충청북도 청주흥덕구 복대동,대원,80.32,202102,25,"17,500",3,1999,죽천로146번길 6,
충청북도 청주흥덕구 복대동,대원,59.89,202102,26,"15,500",1,1999,죽천로146번길 6,
충청북도 청주흥덕구 복대동,대원,59.89,202102,27,"15,000",2,1999,죽천로146번길 6,
충청북도 청주흥덕구 복대동,대원,80.32,202102,27,"17,000",2,1999,죽천로146번길 6,
충청북도 청주흥덕구 복대동,덕성,22.68,202102,25,"2,500",4,1991,가로수로1379번길 83,
충청북도 청주흥덕구 복대동,덕성그린,29.76,202102,18,"4,000",4,1996,신율로180번길 34,20210222
충청북도 청주흥덕구 복대동,덕일,59.91,202102,5,"10,500",5,1989,복대로 149,
충청북도 청주흥덕구 복대동,덕일,49.61,202102,9,"10,500",4,1989,복대로 149,
충청북도 청주흥덕구 복대동,덕일,49.61,202102,20,"11,300",3,1989,복대로 149,
충청북도 청주흥덕구 복대동,덕일,59.91,202102,23,"13,500",1,1989,복대로 149,
충청북도 청주흥덕구 복대동,두산위브지웰시티2차,80.002,202102,5,"71,400",28,2015,대농로 55,
충청북도 청주흥덕구 복대동,두산위브지웰시티2차,80.135,202102,7,"69,000",9,2015,대농로 55,
충청북도 청주흥덕구 복대동,두산위브지웰시티2차,80.135,202102,9,"71,000",44,2015,대농로 55,
충청북도 청주흥덕구 복대동,두산위브지웰시티2차,80.002,202102,17,"58,000",4,2015,대농로 55,
충청북도 청주흥덕구 복대동,두산위브지웰시티2차,80.135,202102,20,"74,800",18,2015,대농로 55,
충청북도 청주흥덕구 복대동,두산위브지웰시티2차,80.002,202102,25,"45,000",10,2015,대농로 55,
충청북도 청주흥덕구 복대동,두진백로,59.9238,202102,1,"18,500",8,1999,증안로 33,
충청북도 청주흥덕구 복대동,두진백로,59.9255,202102,2,"18,000",15,1999,증안로 33,
충청북도 청주흥덕구 복대동,두진백로,59.9255,202102,3,"18,300",5,1999,증안로 33,
충청북도 청주흥덕구 복대동,두진백로,59.9238,202102,3,"17,900",6,1999,증안로 33,
충청북도 청주흥덕구 복대동,두진백로,59.9255,202102,5,"19,000",11,1999,증안로 33,
충청북도 청주흥덕구 복대동,두진백로,59.9238,202102,5,"17,800",6,1999,증안로 33,
충청북도 청주흥덕구 복대동,두진백로,59.9255,202102,6,"18,000",9,1999,증안로 33,
충청북도 청주흥덕구 복대동,두진백로,59.9238,202102,6,"16,600",1,1999,증안로 33,
충청북도 청주흥덕구 복대동,두진백로,59.9238,202102,6,"16,600",1,1999,증안로 33,20210303
충청북도 청주흥덕구 복대동,두진백로,59.9238,202102,6,"17,900",12,1999,증안로 33,
충청북도 청주흥덕구 복대동,두진백로,59.9238,202102,8,"17,900",10,1999,증안로 33,
충청북도 청주흥덕구 복대동,두진백로,59.9238,202102,9,"18,000",5,1999,증안로 33,
충청북도 청주흥덕구 복대동,두진백로,59.9255,202102,9,"18,500",13,1999,증안로 33,
충청북도 청주흥덕구 복대동,두진백로,59.9238,202102,16,"18,400",10,1999,증안로 33,
충청북도 청주흥덕구 복대동,두진백로,59.9238,202102,17,"18,000",12,1999,증안로 33,
충청북도 청주흥덕구 복대동,두진백로,59.9238,202102,17,"19,500",9,1999,증안로 33,20210218
충청북도 청주흥덕구 복대동,두진백로,59.9238,202102,17,"19,500",9,1999,증안로 33,20210218
충청북도 청주흥덕구 복대동,두진백로,59.9238,202102,18,"19,500",9,1999,증안로 33,
충청북도 청주흥덕구 복대동,두진백로,59.9238,202102,19,"18,000",6,1999,증안로 33,
충청북도 청주흥덕구 복대동,두진백로,59.9255,202102,24,"20,800",6,1999,증안로 33,
충청북도 청주흥덕구 복대동,두진백로,59.9238,202102,25,"18,500",5,1999,증안로 33,
충청북도 청주흥덕구 복대동,벽산,134.248,202102,26,"24,000",1,1999,짐대로 6,
충청북도 청주흥덕구 복대동,복대 두진하트리움,84.9251,202102,10,"47,900",15,2015,죽천로 27,
충청북도 청주흥덕구 복대동,복대 두진하트리움,84.9314,202102,12,"54,000",19,2015,죽천로 27,
충청북도 청주흥덕구 복대동,복대 두진하트리움,84.9314,202102,20,"54,500",8,2015,죽천로 27,
충청북도 청주흥덕구 복대동,삼일,84.12,202102,23,"14,600",2,1990,복대로118번길 16,
충청북도 청주흥덕구 복대동,세원,48.42,202102,2,"8,900",3,1990,장구봉로101번길 45,
충청북도 청주흥덕구 복대동,세원,84.89,202102,10,"13,500",5,1990,장구봉로101번길 45,
충청북도 청주흥덕구 복대동,세원,48.42,202102,21,"7,200",5,1990,장구봉로101번길 45,
충청북도 청주흥덕구 복대동,세원느티마을,59.99,202102,3,"17,400",1,1999,진재로 67,
충청북도 청주흥덕구 복대동,세원느티마을,59.98,202102,3,"18,450",2,1999,진재로 67,
충청북도 청주흥덕구 복대동,세원느티마을,59.98,202102,3,"18,300",15,1999,진재로 67,
충청북도 청주흥덕구 복대동,세원느티마을,59.98,202102,4,"17,000",6,1999,진재로 67,
충청북도 청주흥덕구 복대동,세원느티마을,59.98,202102,4,"17,400",8,1999,진재로 67,
충청북도 청주흥덕구 복대동,세원느티마을,59.99,202102,4,"18,300",9,1999,진재로 67,
충청북도 청주흥덕구 복대동,세원느티마을,59.98,202102,20,"16,300",1,1999,진재로 67,
충청북도 청주흥덕구 복대동,세원느티마을,59.99,202102,22,"16,500",1,1999,진재로 67,
충청북도 청주흥덕구 복대동,세원느티마을,59.99,202102,22,"17,800",6,1999,진재로 67,
충청북도 청주흥덕구 복대동,세원느티마을,59.99,202102,22,"16,500",1,1999,진재로 67,
충청북도 청주흥덕구 복대동,세원느티마을,59.98,202102,25,"18,700",10,1999,진재로 67,
충청북도 청주흥덕구 복대동,세원테마빌,74.9884,202102,4,"21,100",9,2001,짐대로 14,20210223
충청북도 청주흥덕구 복대동,세원테마빌,84.9658,202102,6,"24,000",8,2001,짐대로 14,
충청북도 청주흥덕구 복대동,세원테마빌,74.9884,202102,25,"21,100",9,2001,짐대로 14,
충청북도 청주흥덕구 복대동,세원테마빌,74.9884,202102,28,"21,900",11,2001,짐대로 14,
충청북도 청주흥덕구 복대동,신영지웰,84.842,202102,20,"47,000",10,2009,진재로103번길 37,
충청북도 청주흥덕구 복대동,신영지웰시티 1차,152.652,202102,3,"110,000",18,2010,대농로 17,
충청북도 청주흥덕구 복대동,신영지웰시티 1차,152.652,202102,3,"96,000",4,2010,대농로 17,
충청북도 청주흥덕구 복대동,신영지웰시티 1차,152.652,202102,4,"119,000",40,2010,대농로 17,
